<<<<<<< HEAD
127.0.0.1 - - [08/Mar/2024:09:08:08 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:52:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 8226
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:30 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:31 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:32 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:33 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:33 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:33 +0900] "GET /jspProject/ajaxMyWorld/worldGetData.jsp?num=3 HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:41 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:41 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:43 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:53:44 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 8574
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:07 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:07 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:08 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:09 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:09 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:09 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:09 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:09 +0900] "GET /jspProject/ajaxMyWorld/worldGetData.jsp?num=3 HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:16 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:16 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:18 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:18 +0900] "POST /jspProject/ajaxMyWorld/worldUpdate.jsp HTTP/1.1" 200 487
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:18 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:18 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:21 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:11:56:21 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:27 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 8486
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:27 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:27 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:27 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:28 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:29 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:30 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:30 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:30 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:30 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:02:30 +0900] "GET /jspProject/ajaxMyWorld/worldGetData.jsp?num=3 HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:38 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 200 8478
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:38 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:39 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:40 +0900] "GET /jspProject/ajaxMyWorld/worldList.jsp HTTP/1.1" 200 362
0:0:0:0:0:0:0:1 - - [08/Mar/2024:12:03:40 +0900] "GET /jspProject/ajaxMyWorld/myWorld.html HTTP/1.1" 304 -
